year;month;DISCARD;fleet_segment
2018;Apr;1166.666667;DTS_VL1218
2018;May;1166.666667;DTS_VL1218
2018;Jun;1166.666667;DTS_VL1218
2018;Jul;1166.666667;DTS_VL1218
2018;Aug;1166.666667;DTS_VL1218
2018;Set;1166.666667;DTS_VL1218
2018;Oct;1166.666667;DTS_VL1218
2018;Nov;1166.666667;DTS_VL1218
2018;Dec;1166.666667;DTS_VL1218
;seed;135000;DTS_VL1824
2006;Jan;1125;DTS_VL1824
2006;Feb;1125;DTS_VL1824
2006;Mar;1125;DTS_VL1824
2006;Apr;1125;DTS_VL1824
2006;May;1125;DTS_VL1824
2006;Jun;1125;DTS_VL1824
2006;Jul;1125;DTS_VL1824
2006;Aug;1125;DTS_VL1824
2006;Set;1125;DTS_VL1824
2006;Oct;1125;DTS_VL1824
2006;Nov;1125;DTS_VL1824
2006;Dec;1125;DTS_VL1824
2007;Jan;3333.333333;DTS_VL1824
2007;Feb;3333.333333;DTS_VL1824
2007;Mar;3333.333333;DTS_VL1824
2007;Apr;3333.333333;DTS_VL1824
2007;May;3333.333333;DTS_VL1824
2007;Jun;3333.333333;DTS_VL1824
2007;Jul;3333.333333;DTS_VL1824
2007;Aug;3333.333333;DTS_VL1824
2007;Set;3333.333333;DTS_VL1824
2007;Oct;3333.333333;DTS_VL1824
2007;Nov;3333.333333;DTS_VL1824
2007;Dec;3333.333333;DTS_VL1824
2008;Jan;2235.221751;DTS_VL1824
2008;Feb;2235.221751;DTS_VL1824
2008;Mar;2235.221751;DTS_VL1824
2008;Apr;2235.221751;DTS_VL1824
2008;May;2235.221751;DTS_VL1824
2008;Jun;2235.221751;DTS_VL1824
2008;Jul;2235.221751;DTS_VL1824
2008;Aug;2235.221751;DTS_VL1824
2008;Set;2235.221751;DTS_VL1824
2008;Oct;2235.221751;DTS_VL1824
2008;Nov;2235.221751;DTS_VL1824
2008;Dec;2235.221751;DTS_VL1824
2009;Jan;3560.708012;DTS_VL1824
2009;Feb;3560.708012;DTS_VL1824
2009;Mar;3560.708012;DTS_VL1824
2009;Apr;3560.708012;DTS_VL1824
2009;May;3560.708012;DTS_VL1824
2009;Jun;3560.708012;DTS_VL1824
2009;Jul;3560.708012;DTS_VL1824
2009;Aug;3560.708012;DTS_VL1824
2009;Set;3560.708012;DTS_VL1824
2009;Oct;3560.708012;DTS_VL1824
2009;Nov;3560.708012;DTS_VL1824
2009;Dec;3560.708012;DTS_VL1824
2010;Jan;2164.266498;DTS_VL1824
2010;Feb;2164.266498;DTS_VL1824
2010;Mar;2164.266498;DTS_VL1824
2010;Apr;2164.266498;DTS_VL1824
2010;May;2164.266498;DTS_VL1824
2010;Jun;2164.266498;DTS_VL1824
2010;Jul;2164.266498;DTS_VL1824
2010;Aug;2164.266498;DTS_VL1824
2010;Set;2164.266498;DTS_VL1824
2010;Oct;2164.266498;DTS_VL1824
2010;Nov;2164.266498;DTS_VL1824
2010;Dec;2164.266498;DTS_VL1824
2011;Jan;1471.888855;DTS_VL1824
2011;Feb;1471.888855;DTS_VL1824
2011;Mar;1471.888855;DTS_VL1824
2011;Apr;1471.888855;DTS_VL1824
2011;May;1471.888855;DTS_VL1824
2011;Jun;1471.888855;DTS_VL1824
2011;Jul;1471.888855;DTS_VL1824
2011;Aug;1471.888855;DTS_VL1824
2011;Set;1471.888855;DTS_VL1824
2011;Oct;1471.888855;DTS_VL1824
2011;Nov;1471.888855;DTS_VL1824
2011;Dec;1471.888855;DTS_VL1824
2012;Jan;2968.591667;DTS_VL1824
2012;Feb;2968.591667;DTS_VL1824
2012;Mar;2968.591667;DTS_VL1824
2012;Apr;2968.591667;DTS_VL1824
2012;May;2968.591667;DTS_VL1824
2012;Jun;2968.591667;DTS_VL1824
2012;Jul;2968.591667;DTS_VL1824
2012;Aug;2968.591667;DTS_VL1824
2012;Set;2968.591667;DTS_VL1824
2012;Oct;2968.591667;DTS_VL1824
2012;Nov;2968.591667;DTS_VL1824
2012;Dec;2968.591667;DTS_VL1824
2013;Jan;2045.521555;DTS_VL1824
2013;Feb;2045.521555;DTS_VL1824
2013;Mar;2045.521555;DTS_VL1824
2013;Apr;2045.521555;DTS_VL1824
2013;May;2045.521555;DTS_VL1824
2013;Jun;2045.521555;DTS_VL1824
2013;Jul;2045.521555;DTS_VL1824
2013;Aug;2045.521555;DTS_VL1824
2013;Set;2045.521555;DTS_VL1824
2013;Oct;2045.521555;DTS_VL1824
2013;Nov;2045.521555;DTS_VL1824
2013;Dec;2045.521555;DTS_VL1824
2014;Jan;924.8675038;DTS_VL1824
2014;Feb;924.8675038;DTS_VL1824
2014;Mar;924.8675038;DTS_VL1824
2014;Apr;924.8675038;DTS_VL1824
2014;May;924.8675038;DTS_VL1824
2014;Jun;924.8675038;DTS_VL1824
2014;Jul;924.8675038;DTS_VL1824
2014;Aug;924.8675038;DTS_VL1824
2014;Set;924.8675038;DTS_VL1824
2014;Oct;924.8675038;DTS_VL1824
2014;Nov;924.8675038;DTS_VL1824
2014;Dec;924.8675038;DTS_VL1824
2015;Jan;1979.660242;DTS_VL1824
2015;Feb;1979.660242;DTS_VL1824
2015;Mar;1979.660242;DTS_VL1824
2015;Apr;1979.660242;DTS_VL1824
2015;May;1979.660242;DTS_VL1824
2015;Jun;1979.660242;DTS_VL1824
2015;Jul;1979.660242;DTS_VL1824
2015;Aug;1979.660242;DTS_VL1824
2015;Set;1979.660242;DTS_VL1824
2015;Oct;1979.660242;DTS_VL1824
2015;Nov;1979.660242;DTS_VL1824
2015;Dec;1979.660242;DTS_VL1824
2016;Jan;1166.666667;DTS_VL1824
2016;Feb;1166.666667;DTS_VL1824
2016;Mar;1166.666667;DTS_VL1824
2016;Apr;1166.666667;DTS_VL1824
2016;May;1166.666667;DTS_VL1824
2016;Jun;1166.666667;DTS_VL1824
2016;Jul;1166.666667;DTS_VL1824
2016;Aug;1166.666667;DTS_VL1824
2016;Set;1166.666667;DTS_VL1824
2016;Oct;1166.666667;DTS_VL1824
2016;Nov;1166.666667;DTS_VL1824
2016;Dec;1166.666667;DTS_VL1824
2017;Jan;1166.666667;DTS_VL1824
2017;Feb;1166.666667;DTS_VL1824
2017;Mar;1166.666667;DTS_VL1824
2017;Apr;1166.666667;DTS_VL1824
2017;May;1166.666667;DTS_VL1824
2017;Jun;1166.666667;DTS_VL1824
2017;Jul;1166.666667;DTS_VL1824
2017;Aug;1166.666667;DTS_VL1824
2017;Set;1166.666667;DTS_VL1824
2017;Oct;1166.666667;DTS_VL1824
2017;Nov;1166.666667;DTS_VL1824
2017;Dec;1166.666667;DTS_VL1824
2018;Jan;1166.666667;DTS_VL1824
2018;Feb;1166.666667;DTS_VL1824
2018;Mar;1166.666667;DTS_VL1824
2018;Apr;1166.666667;DTS_VL1824
2018;May;1166.666667;DTS_VL1824
2018;Jun;1166.666667;DTS_VL1824
2018;Jul;1166.666667;DTS_VL1824
2018;Aug;1166.666667;DTS_VL1824
2018;Set;1166.666667;DTS_VL1824
2018;Oct;1166.666667;DTS_VL1824
2018;Nov;1166.666667;DTS_VL1824
2018;Dec;1166.666667;DTS_VL1824
;seed;0;PGP_VL0006
2006;Jan;0;PGP_VL0006
2006;Feb;0;PGP_VL0006
2006;Mar;0;PGP_VL0006
2006;Apr;0;PGP_VL0006
2006;May;0;PGP_VL0006
2006;Jun;0;PGP_VL0006
2006;Jul;0;PGP_VL0006
2006;Aug;0;PGP_VL0006
2006;Set;0;PGP_VL0006
2006;Oct;0;PGP_VL0006
2006;Nov;0;PGP_VL0006
2006;Dec;0;PGP_VL0006
2007;Jan;0;PGP_VL0006
2007;Feb;0;PGP_VL0006
2007;Mar;0;PGP_VL0006
2007;Apr;0;PGP_VL0006
2007;May;0;PGP_VL0006
2007;Jun;0;PGP_VL0006
2007;Jul;0;PGP_VL0006
2007;Aug;0;PGP_VL0006
2007;Set;0;PGP_VL0006
2007;Oct;0;PGP_VL0006
2007;Nov;0;PGP_VL0006
2007;Dec;0;PGP_VL0006
2008;Jan;0;PGP_VL0006
2008;Feb;0;PGP_VL0006
2008;Mar;0;PGP_VL0006
2008;Apr;0;PGP_VL0006
2008;May;0;PGP_VL0006
2008;Jun;0;PGP_VL0006
2008;Jul;0;PGP_VL0006
2008;Aug;0;PGP_VL0006
2008;Set;0;PGP_VL0006
2008;Oct;0;PGP_VL0006
2008;Nov;0;PGP_VL0006
2008;Dec;0;PGP_VL0006
2009;Jan;0;PGP_VL0006
2009;Feb;0;PGP_VL0006
2009;Mar;0;PGP_VL0006
2009;Apr;0;PGP_VL0006
2009;May;0;PGP_VL0006
2009;Jun;0;PGP_VL0006
2009;Jul;0;PGP_VL0006
2009;Aug;0;PGP_VL0006
2009;Set;0;PGP_VL0006
2009;Oct;0;PGP_VL0006
2009;Nov;0;PGP_VL0006
2009;Dec;0;PGP_VL0006
2010;Jan;0;PGP_VL0006
2010;Feb;0;PGP_VL0006
2010;Mar;0;PGP_VL0006
2010;Apr;0;PGP_VL0006
2010;May;0;PGP_VL0006
2010;Jun;0;PGP_VL0006
2010;Jul;0;PGP_VL0006
2010;Aug;0;PGP_VL0006
2010;Set;0;PGP_VL0006
2010;Oct;0;PGP_VL0006
2010;Nov;0;PGP_VL0006
2010;Dec;0;PGP_VL0006
2011;Jan;0;PGP_VL0006
2011;Feb;0;PGP_VL0006
2011;Mar;0;PGP_VL0006
2011;Apr;0;PGP_VL0006
2011;May;0;PGP_VL0006
2011;Jun;0;PGP_VL0006
2011;Jul;0;PGP_VL0006
2011;Aug;0;PGP_VL0006
2011;Set;0;PGP_VL0006
2011;Oct;0;PGP_VL0006
2011;Nov;0;PGP_VL0006
2011;Dec;0;PGP_VL0006
2012;Jan;0;PGP_VL0006
2012;Feb;0;PGP_VL0006
2012;Mar;0;PGP_VL0006
2012;Apr;0;PGP_VL0006
2012;May;0;PGP_VL0006
2012;Jun;0;PGP_VL0006
2012;Jul;0;PGP_VL0006
2012;Aug;0;PGP_VL0006
2012;Set;0;PGP_VL0006
2012;Oct;0;PGP_VL0006
2012;Nov;0;PGP_VL0006
2012;Dec;0;PGP_VL0006
2013;Jan;0;PGP_VL0006
2013;Feb;0;PGP_VL0006
2013;Mar;0;PGP_VL0006
2013;Apr;0;PGP_VL0006
2013;May;0;PGP_VL0006
2013;Jun;0;PGP_VL0006
2013;Jul;0;PGP_VL0006
2013;Aug;0;PGP_VL0006
2013;Set;0;PGP_VL0006
2013;Oct;0;PGP_VL0006
2013;Nov;0;PGP_VL0006
2013;Dec;0;PGP_VL0006
2014;Jan;0;PGP_VL0006
2014;Feb;0;PGP_VL0006
2014;Mar;0;PGP_VL0006
2014;Apr;0;PGP_VL0006
2014;May;0;PGP_VL0006
2014;Jun;0;PGP_VL0006
2014;Jul;0;PGP_VL0006
2014;Aug;0;PGP_VL0006
2014;Set;0;PGP_VL0006
2014;Oct;0;PGP_VL0006
2014;Nov;0;PGP_VL0006
2014;Dec;0;PGP_VL0006
2015;Jan;0;PGP_VL0006
2015;Feb;0;PGP_VL0006
2015;Mar;0;PGP_VL0006
2015;Apr;0;PGP_VL0006
2015;May;0;PGP_VL0006
2015;Jun;0;PGP_VL0006
2015;Jul;0;PGP_VL0006
2015;Aug;0;PGP_VL0006
2015;Set;0;PGP_VL0006
2015;Oct;0;PGP_VL0006
2015;Nov;0;PGP_VL0006
2015;Dec;0;PGP_VL0006
2016;Jan;0;PGP_VL0006
2016;Feb;0;PGP_VL0006
2016;Mar;0;PGP_VL0006
2016;Apr;0;PGP_VL0006
2016;May;0;PGP_VL0006
2016;Jun;0;PGP_VL0006
2016;Jul;0;PGP_VL0006
2016;Aug;0;PGP_VL0006
2016;Set;0;PGP_VL0006
2016;Oct;0;PGP_VL0006
2016;Nov;0;PGP_VL0006
2016;Dec;0;PGP_VL0006
2017;Jan;0;PGP_VL0006
2017;Feb;0;PGP_VL0006
2017;Mar;0;PGP_VL0006
2017;Apr;0;PGP_VL0006
2017;May;0;PGP_VL0006
2017;Jun;0;PGP_VL0006
2017;Jul;0;PGP_VL0006
2017;Aug;0;PGP_VL0006
2017;Set;0;PGP_VL0006
2017;Oct;0;PGP_VL0006
2017;Nov;0;PGP_VL0006
2017;Dec;0;PGP_VL0006
2018;Jan;0;PGP_VL0006
2018;Feb;0;PGP_VL0006
2018;Mar;0;PGP_VL0006
2018;Apr;0;PGP_VL0006
2018;May;0;PGP_VL0006
2018;Jun;0;PGP_VL0006
2018;Jul;0;PGP_VL0006
2018;Aug;0;PGP_VL0006
2018;Set;0;PGP_VL0006
2018;Oct;0;PGP_VL0006
2018;Nov;0;PGP_VL0006
2018;Dec;0;PGP_VL0006
;seed;0;PGP_VL0612
2006;Jan;0;PGP_VL0612
2006;Feb;0;PGP_VL0612
2006;Mar;0;PGP_VL0612
2006;Apr;0;PGP_VL0612
2006;May;0;PGP_VL0612
2006;Jun;0;PGP_VL0612
2006;Jul;0;PGP_VL0612
2006;Aug;0;PGP_VL0612
2006;Set;0;PGP_VL0612
2006;Oct;0;PGP_VL0612
2006;Nov;0;PGP_VL0612
2006;Dec;0;PGP_VL0612
2007;Jan;0;PGP_VL0612
2007;Feb;0;PGP_VL0612
2007;Mar;0;PGP_VL0612
2007;Apr;0;PGP_VL0612
2007;May;0;PGP_VL0612
2007;Jun;0;PGP_VL0612
2007;Jul;0;PGP_VL0612
2007;Aug;0;PGP_VL0612
2007;Set;0;PGP_VL0612
2007;Oct;0;PGP_VL0612
2007;Nov;0;PGP_VL0612
2007;Dec;0;PGP_VL0612
2008;Jan;0;PGP_VL0612
2008;Feb;0;PGP_VL0612
2008;Mar;0;PGP_VL0612
2008;Apr;0;PGP_VL0612
2008;May;0;PGP_VL0612
2008;Jun;0;PGP_VL0612
2008;Jul;0;PGP_VL0612
2008;Aug;0;PGP_VL0612
2008;Set;0;PGP_VL0612
2008;Oct;0;PGP_VL0612
2008;Nov;0;PGP_VL0612
2008;Dec;0;PGP_VL0612
2009;Jan;0;PGP_VL0612
2009;Feb;0;PGP_VL0612
2009;Mar;0;PGP_VL0612
2009;Apr;0;PGP_VL0612
2009;May;0;PGP_VL0612
2009;Jun;0;PGP_VL0612
2009;Jul;0;PGP_VL0612
2009;Aug;0;PGP_VL0612
2009;Set;0;PGP_VL0612
2009;Oct;0;PGP_VL0612
2009;Nov;0;PGP_VL0612
2009;Dec;0;PGP_VL0612
2010;Jan;0;PGP_VL0612
2010;Feb;0;PGP_VL0612
2010;Mar;0;PGP_VL0612
2010;Apr;0;PGP_VL0612
2010;May;0;PGP_VL0612
2010;Jun;0;PGP_VL0612
2010;Jul;0;PGP_VL0612
2010;Aug;0;PGP_VL0612
2010;Set;0;PGP_VL0612
2010;Oct;0;PGP_VL0612
2010;Nov;0;PGP_VL0612
2010;Dec;0;PGP_VL0612
2011;Jan;0;PGP_VL0612
2011;Feb;0;PGP_VL0612
2011;Mar;0;PGP_VL0612
2011;Apr;0;PGP_VL0612
2011;May;0;PGP_VL0612
2011;Jun;0;PGP_VL0612
2011;Jul;0;PGP_VL0612
2011;Aug;0;PGP_VL0612
2011;Set;0;PGP_VL0612
2011;Oct;0;PGP_VL0612
2011;Nov;0;PGP_VL0612
2011;Dec;0;PGP_VL0612
2012;Jan;0;PGP_VL0612
2012;Feb;0;PGP_VL0612
2012;Mar;0;PGP_VL0612
2012;Apr;0;PGP_VL0612
2012;May;0;PGP_VL0612
2012;Jun;0;PGP_VL0612
2012;Jul;0;PGP_VL0612
2012;Aug;0;PGP_VL0612
2012;Set;0;PGP_VL0612
2012;Oct;0;PGP_VL0612
2012;Nov;0;PGP_VL0612
2012;Dec;0;PGP_VL0612
2013;Jan;0;PGP_VL0612
2013;Feb;0;PGP_VL0612
2013;Mar;0;PGP_VL0612
2013;Apr;0;PGP_VL0612
2013;May;0;PGP_VL0612
2013;Jun;0;PGP_VL0612
2013;Jul;0;PGP_VL0612
2013;Aug;0;PGP_VL0612
2013;Set;0;PGP_VL0612
2013;Oct;0;PGP_VL0612
2013;Nov;0;PGP_VL0612
2013;Dec;0;PGP_VL0612
2014;Jan;0;PGP_VL0612
2014;Feb;0;PGP_VL0612
2014;Mar;0;PGP_VL0612
2014;Apr;0;PGP_VL0612
2014;May;0;PGP_VL0612
2014;Jun;0;PGP_VL0612
2014;Jul;0;PGP_VL0612
2014;Aug;0;PGP_VL0612
2014;Set;0;PGP_VL0612
2014;Oct;0;PGP_VL0612
2014;Nov;0;PGP_VL0612
2014;Dec;0;PGP_VL0612
2015;Jan;0;PGP_VL0612
2015;Feb;0;PGP_VL0612
2015;Mar;0;PGP_VL0612
2015;Apr;0;PGP_VL0612
2015;May;0;PGP_VL0612
2015;Jun;0;PGP_VL0612
2015;Jul;0;PGP_VL0612
2015;Aug;0;PGP_VL0612
2015;Set;0;PGP_VL0612
2015;Oct;0;PGP_VL0612
2015;Nov;0;PGP_VL0612
2015;Dec;0;PGP_VL0612
2016;Jan;0;PGP_VL0612
2016;Feb;0;PGP_VL0612
2016;Mar;0;PGP_VL0612
2016;Apr;0;PGP_VL0612
2016;May;0;PGP_VL0612
2016;Jun;0;PGP_VL0612
2016;Jul;0;PGP_VL0612
2016;Aug;0;PGP_VL0612
2016;Set;0;PGP_VL0612
2016;Oct;0;PGP_VL0612
2016;Nov;0;PGP_VL0612
2016;Dec;0;PGP_VL0612
2017;Jan;0;PGP_VL0612
2017;Feb;0;PGP_VL0612
2017;Mar;0;PGP_VL0612
2017;Apr;0;PGP_VL0612
2017;May;0;PGP_VL0612
2017;Jun;0;PGP_VL0612
2017;Jul;0;PGP_VL0612
2017;Aug;0;PGP_VL0612
2017;Set;0;PGP_VL0612
2017;Oct;0;PGP_VL0612
2017;Nov;0;PGP_VL0612
2017;Dec;0;PGP_VL0612
2018;Jan;0;PGP_VL0612
2018;Feb;0;PGP_VL0612
2018;Mar;0;PGP_VL0612
2018;Apr;0;PGP_VL0612
2018;May;0;PGP_VL0612
2018;Jun;0;PGP_VL0612
2018;Jul;0;PGP_VL0612
2018;Aug;0;PGP_VL0612
2018;Set;0;PGP_VL0612
2018;Oct;0;PGP_VL0612
2018;Nov;0;PGP_VL0612
2018;Dec;0;PGP_VL0612
