FS;country code;country name;year;quarter;vessel length;fishing technique;gear type;target assemblage;mesh size range;metier;supra-region;sub-region;EEZ indicator;geo indicator;Nephrops sub-region;specon tech;deep;species;total live weight landed (tonnes);total value of landings (euro);total discards (tonnes);confidential
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SQR;0.012;187.17;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SQR;0.004;72.37;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SQZ;0.05;1071.69;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SQZ;0.045;644.48;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SQZ;0.028;940.15;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRG;0.584;5588.46;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRG;0.458;3867.78;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRG;0.981;5077.9;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRG;1.018;5466.82;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SRJ;0.034;40.69;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SSB;0.299;2428.31;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SSB;0.317;2445.95;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SSB;0.394;2984.6;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SSB;0.033;270.68;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;0.01;81.52;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;0.175;1472.3;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SWO;0.47;4767.84;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SYC;0.112;78.29;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SYC;0.008;3.9;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;SYC;0.03;2.99;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;TRI;0.001;4.35;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;TUR;0.003;81.11;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;TUR;0.001;31.63;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UMO;0.012;89.5;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UMO;0.011;86.62;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UMO;0.006;45.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UUC;0.066;413.76;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UUC;0.036;168.44;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UUC;0.141;808.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;UUC;0.031;173.4;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEG;0.052;354.42;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEG;0.044;333.05;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEG;0.034;225.02;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEG;0.069;484.17;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEX;0.002;30.45;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WEX;0.003;23.3;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WHB;0.004;14.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRA;0.046;46.53;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRA;0.006;20.98;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRA;0.026;57.67;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;WRA;0.052;108.59;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.685;1863.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.85;2564.34;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.409;1313.24;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GNS;SLP;16D20;GNS_SLP_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;YRS;0.383;1413.06;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AGN;0.002;1.05;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.271;320.09;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.057;174.8;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ALB;0.025;63.2;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;3.54;36760.13;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;25.585;209053.34;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;6.434;82022.09;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;AMB;2.112;34324.52;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANE;0.022;28.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;5.274;42705.587;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;7.548;55739.72;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;5.691;53394.147;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;ANK;2.336;21620.575;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;3.086;10454.42;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;1.323;4131.91;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;0.498;1637.21;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BAS;2.168;6787.94;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;0.172;1383.52;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BFT;0.225;1604.53;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.479;480.05;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.216;146.96;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.586;438.58;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BGR;0.355;346.35;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLB;0.008;36.42;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLB;0.022;60.87;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLI;0.006;50.11;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;1.998;28756.86;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;1.715;17107.02;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;0.953;20714.76;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLL;2.234;43491.26;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;2.368;4853.7;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;3.361;7803.63;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.421;1023.3;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLT;0.232;562.33;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;1.149;4699.57;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;1.892;5515.48;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;2.331;9873.88;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BLU;3.018;8662.05;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;1.849;1152.88;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.388;289.42;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.06;46.27;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOG;0.193;146.38;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;1.619;10086.03;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;7.614;37508.59;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;3.814;27251.6;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BON;12.114;56641.55;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.103;1367.18;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.077;916.78;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.01;147.87;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BOY;0.012;156.7;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BPI;0.041;12.77;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BPI;0.221;74.32;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BPI;0.157;19.16;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BPI;0.009;4.57;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.792;4678.52;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.808;3834.04;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.186;1451.14;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRB;0.085;430.71;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRF;0.386;3605.07;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRF;0.061;605.64;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRF;0.545;4411.4;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BRF;0.13;1639.23;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.003;2;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.002;3.32;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSH;0.003;1.71;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSS;4.999;60612.41;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSS;2.222;35425.76;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSS;7.708;79713.33;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;BSS;28.421;161011.66;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBC;0.001;8.31;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBM;8.715;27943.25;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBM;3.119;24575.61;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBM;2.082;12533.28;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CBM;2.559;22176.58;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEO;0.003;1.88;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEO;0.002;9.75;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEP;0.01;148.44;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEP;0.002;38.4;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CEP;0.009;154.64;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CIL;3.095;14587.26;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CIL;6.89;38417.9;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CIL;2.477;11472.4;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;CIL;4.743;28595.94;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;3;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COB;1.114;4702.17;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;4;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COB;1.644;5612.04;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COB;1.349;6039.1;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COB;5.56;12188.97;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;2;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COC;0.001;26.46;NK;N
ESP_PGP_VL0018;ESP;Spain;2017;1;NK;PGP;GTR;DEF;16D20;GTR_DEF_>=16_0_0;MBS;GSA6;NA;NGI;NK;NA;NA;COE;2.752;3881.58;NK;N
