FS;Year;Month;Land;Unit;Source
EmiliaRomagna_PGP;2013;10;7.28617;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2013;12;2.56416;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;1;1.15598;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;2;1.8764;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;3;6.91817;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;4;5.7259;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;5;3.82705;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;6;4.79136;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;7;38.97689;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;8;24.70882;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;9;6.59291;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;10;7.14726;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;11;5.1309;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2014;12;3.59026;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;1;2.35878;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;2;1.92081;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;3;3.70474;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;4;3.60861;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;5;8.62134;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;6;7.98854;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;7;16.24656;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;8;35.12651;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;9;6.29088;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;10;3.99199;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;11;2.99452;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2015;12;2.58886;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;1;2.64298;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;2;2.47782;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;3;2.06237;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;4;2.70137;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;5;3.21735;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;6;3.9872;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;7;11.08365;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;8;45.62222;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;9;13.40496;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;10;5.36167;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;11;7.5705;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2016;12;4.22554;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;1;0.90774;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;2;3.27958;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;3;67.2116;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;4;0.43801;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;5;0.44427;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;6;4.64312;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;7;4.18313;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;8;33.63806;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;9;9.40626;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;10;3.74257;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;11;1.55539;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2017;12;3.61692;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;1;0.8618;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;2;0.71054;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;3;0.92383;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;4;0.3316;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;5;1.31459;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;6;0.63608;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;7;8.79677;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;8;14.68356;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;9;8.32912;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;10;3.08918;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;11;0.98685;tons;File MBL2 SOL.xlsx
EmiliaRomagna_PGP;2018;12;0.98559;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;3;23.84564;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;4;17.9793;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;5;15.04806;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;6;6.53048;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;7;3.72037;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;9;12.63135;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;10;14.37701;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;11;12.44447;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2005;12;12.67463;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;1;22.12071;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;2;18.53392;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;3;19.90166;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;4;16.05186;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;5;19.31934;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;6;20.6917;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;7;23.05905;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;8;8.73064;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;9;28.00734;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;10;29.39154;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;11;29.20866;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2006;12;19.57463;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;1;21.33401;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;2;17.06297;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;3;15.84947;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;4;20.31676;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;5;16.04297;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;6;15.2248;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;7;10.65068;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;8;2.80787;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;9;8.7249;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;10;10.79623;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;11;10.95487;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2007;12;9.91463;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;1;13.08853;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;2;10.33994;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;3;9.5545;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;4;9.66195;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;5;7.55436;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;6;1.93519;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;7;5.92968;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;9;11.01569;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;10;13.32073;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;11;8.91944;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2008;12;7.86815;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;1;12.21086;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;2;9.87294;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;3;16.51565;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;4;16.65857;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;5;14.41324;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;6;17.72911;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;7;23.77631;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;8;2.20399;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;9;15.63052;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;10;13.23199;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;11;14.06286;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2009;12;12.68877;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;1;7.69197;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;2;6.85965;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;3;10.67226;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;4;9.86425;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;5;9.99689;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;6;11.25227;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;7;6.4349;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;9;5.32745;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;10;5.36823;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;11;7.1049;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2010;12;6.74238;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;1;5.19096;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;2;4.07285;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;3;4.40529;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;4;3.59324;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;5;2.57992;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;6;3.11609;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;7;2.72935;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;10;2.81743;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;11;3.79001;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2011;12;6.43339;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;1;6.50222;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;2;6.92413;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;3;9.06519;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;4;7.91376;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;5;8.5904;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;6;5.57454;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;7;2.9777;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;8;0.82841;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;9;5.43305;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;10;6.25577;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;11;6.31327;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2012;12;8.75691;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;1;9.18231;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;2;6.98214;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;3;5.59529;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;4;8.41244;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;5;8.76205;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;6;7.28265;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;7;5.62456;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;9;3.13754;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;10;2.87002;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;11;4.30405;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2013;12;8.52683;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;1;7.95412;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;2;8.90314;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;3;13.26591;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;4;16.05419;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;5;17.81534;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;6;14.74157;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;7;10.62435;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;9;9.29229;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;10;8.54814;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;11;12.72339;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2014;12;11.41278;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;1;26.8259;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;2;17.13011;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;3;17.42751;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;4;17.49132;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;5;16.40581;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;6;12.09164;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;7;10.95993;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;9;9.59002;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;10;15.70913;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;11;17.60724;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2015;12;21.85542;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;1;14.01066;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;2;10.09673;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;3;10.31164;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;4;11.59774;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;5;15.85443;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;6;13.2698;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;7;23.30269;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;9;34.39185;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;10;28.52552;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;11;37.37584;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2016;12;33.60991;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;1;20.6986;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;2;27.18066;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;3;16.20736;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;4;16.48759;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;5;14.7739;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;6;29.20246;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;7;29.10538;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;9;29.23651;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;10;31.2826;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;11;26.80315;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2017;12;27.89118;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;1;14.03385;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;2;8.86523;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;3;16.92806;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;4;14.93425;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;5;20.06484;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;6;17.96252;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;7;22.32166;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;9;20.07339;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;10;27.39522;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;11;23.47422;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TBB;2018;12;27.93532;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2005;10;0.00612;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2005;11;0.07131;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2012;10;0.0547;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2013;1;0.13911;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;1;0.02086;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;5;0.05526;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;6;0.06023;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;9;0.00924;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;10;0.04582;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;11;0.03298;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2014;12;0.09566;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2015;1;0.10303;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2015;11;0.16688;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2015;12;0.12075;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2016;1;0.02132;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2016;7;0.02186;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2016;9;0.01749;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;1;0.02262;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;6;0.01075;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;8;0.0088;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;9;0.04229;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;10;0.03673;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;11;0.19744;tons;File MBL2 SOL.xlsx
EmiliaRomagna_TM;2018;12;0.334;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2017;7;0.0315;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2017;8;0.0048;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2018;4;0.01199;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2018;5;0.03106;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2018;7;0.01094;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DRB;2018;12;0.01714;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;1;0.61397;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;2;0.05439;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;3;0.95591;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;4;1.54843;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;5;1.7326;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;6;1.11326;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;7;0.72796;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;9;1.0378;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;10;4.18455;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;11;2.11253;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2005;12;0.6602;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;1;0.22065;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;2;0.00461;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;3;0.18667;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;4;0.46979;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;5;0.81156;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;6;1.51334;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;7;0.51572;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;8;0.52856;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;9;1.21505;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;10;1.68459;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;11;1.67113;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2006;12;0.67569;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;1;1.09083;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;2;0.5776;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;3;0.40155;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;4;0.49848;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;5;0.73332;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;6;0.49302;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;7;0.60689;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;8;0.25296;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;9;1.96372;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;10;3.33872;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;11;2.27523;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2007;12;0.71357;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;1;0.14283;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;2;0.02254;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;3;0.09196;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;4;0.39128;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;5;0.50289;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;6;0.56182;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;7;0.78712;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;9;1.14565;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;10;2.45558;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;11;3.82758;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2008;12;2.54087;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;1;0.38052;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;2;0.66378;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;3;0.82073;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;4;1.05194;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;5;1.5903;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;6;3.29608;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;7;2.52766;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;8;0.47685;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;9;6.31403;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;10;8.8081;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;11;5.25602;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2009;12;2.3461;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;1;0.55423;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;2;0.17078;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;3;0.37995;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;4;0.40947;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;5;0.65899;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;6;0.50473;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;7;0.36891;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;9;6.66037;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;10;0.51156;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;11;1.34156;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2010;12;0.81209;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;1;2.67548;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;2;1.09815;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;3;0.62147;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;4;0.88944;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;5;0.97838;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;6;1.10455;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;7;2.27222;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;8;2.31376;tons;File MBL2 SOL.xlsx
FriuliVeneziaGiulia_DTS;2011;9;0.81574;tons;File MBL2 SOL.xlsx
